ocr_text,document_type
"wages  tips other compensation 1107.02
federal incomc tax withheld 3399.05
ycar to date gross 9367.08
emp1oyer identification number 33550001
form w-2 wagc and tax statement
pay stub earnings statement",Proof of Income
document  confirming a person's current residential address,Address Proof
patient health records documenting tre@tment and visits,Medical Records
"fatura  referente ao mês march
comprovante de residência
companhia de energia elétrica
conta de luz endereço 12 main st springfield",Comprovante de Residência
doctor's  evaluation used to certify a disability in brazil,Medical/Disability Report
"le@se  agreement between landl0rd @nd tenant
residency verification letter
propcrty address 45 mg road bengaluru
monthly rent 5309.20
utility bill service address 12 main st springfield",Proof of Residency
official  brazilian id card issued by public security department,RG (ID)
"certificate  of annual income
has an annual income of rs 7584.42
issued by tehsildar office
this is to certify that mr/mrs james carter",Income Certificate
most recent paycheck stub used to verify current income,Last Pay Stubs
"property  situated at 45 mg road bengaluru
title deed of ownership
registered document no 824822
survey number 46364488 plot area 
",Property Documents
"below poverty line certificate
bpl survey no 014019623796
issued by gram panchayat office
family inc0me below poverty line thresho1d
bpl card ho1der james carter",BPL Certificate
"número do cartão 7227731765
ministério da saúde
sistema único de saúde sus
cartão n@ci0na1 de saúde
nome d0 usuário maria souz@",Cartão Nacional de Saúde
official sever@nce paperwork issued when a job ends in brazil,Termo de Rescisão
"dob 19/02/2009
enrolment no 852347039701
uidai मेरा आधार मेरी पहचान
government of india unique identification authority of india
aadhaar no 308715",Aadhaar Card
"nome do usuário vikram rao
sistcma único de saúde sus
númer0 do cartão 35015820
ministério da saúde",Cartão Nacional de Saúde
"carteira  de identidade
secretaria de 5egurança pública
filiação vikram rao 
",RG (ID)
"letter  verifying previ0us employment and job titles
dates of employment 11/02/1983 to 11/02/1983",Work History
"individual  tax id d0cument used for financial transactions in brazil 
",CPF
"tax form showing wages and taxes withheld for the year
employer identification number 94886732",Proof of Income
"driving license number 2858884863
passport no 971216990024
idcntific@tion card issued by department of motor vehicles",Government ID
"brazilian  medica1 report assessing degree of disability
laudo médico",Medical/Disability Report
"government of india unique identificati0n authority of india
dob 26/01/2021
enrolment no 223702
aadhaar no 071754902341
uidai मेरा आधार मेरी पहचान
gender male",Aadhaar Card
"doctor's  evaluation used to certify a disability in brazil
percentual de incapacidade 40% 
",Medical/Disability Report
"utility  connection valid f0r 221b b@ker street
electricity bill
pr0of of residence
billing address 12 main st springfield",Address Proof
"individual tax id document used for financial transactions in brazil
cpf número 926917958525 
",CPF
"rg  número 3002636884
registro geral
carteira de identidadc
filiação priya nair 
",RG (ID)
"municipal  corpor@tion birth registry
place of birth 221b baker street
certificate of birth
this is to certify that anita desai was b0rn on 01/03/2010 
",Birth Certificate
"enrolment  no 68894861
address: 45 mg road bengaluru
dob 16/07/1997
uidai मेरा आधार मेरी पहचान
aadhaar no 59723822",Aadhaar Card
"government-issued proof of annual family income
this is to certify that mr/mrs john silva 
",Income Certificate
"patient medical record
diagnosis 12 main st springfield
treatment summary dischargc notes",Medical Records
"document listing all family members e1igible for subsidized rations
ration card no 08852962 
",Ration Card
"billing  address 78 andheri east mumbai
utility connection valid for rua das flores 88 5ao paulo
rcsidential certificate issued to maria souz@
electricity bill
consumer number 579864",Address Proof
"data  de nascimento 28/08/1964
cadastro de pessoas físicas
receita federal do brasil
cpf número 725008196776
nome completo john silva",CPF
doctor's evaluation used to certify a disability in brazil,Medical/Disability Report
"data do aviso prévio 05/12/1995
trct
termo de rescisão d0 contrato de trabalho
saldo dc salári0 2189.47",Termo de Rescisão
brazilian general registry idcntity card with photo,RG (ID)
this card shows my sus number for the brazilian public health system,Cartão Nacional de Saúde
"basic salary hra deducti0ns
5alary s1ip for the month of july
emp1oyee name rohan mehta
pay period 26/07/1985",Income Proof
"government certification of low-income family status 
",BPL Certificate
"pay peri0d ending 21/05/2011
earnings statement
employee id 23069213
gross earnings 6975.27
federal tax state tax nct pay 9332.80",Last Pay Stubs
"proof  of residence
billing address 221b baker street
utility connecti0n valid for 221b bakcr street",Address Proof
"salary slip for the month of april
gross pay 1888.46
basic sa1ary hra deducti0ns
pay pcriod 18/11/1982
employee name sarah johnson",Income Proof
individual tax id document used for financi@l transactions in brazil,CPF
"state food civil supplies departmcnt
public distribution system
fair price shop
ration card n0 58959642
card type: above poverty line 
",Ration Card
"printed record of account balance issued by a financial institution
statement period 28/08/1968 to 28/08/1968",Bank Statement
official  mail used to verify wherc you reside,Address Proof
"médico responsável anita desai
percentual de incapacidade 62%
avaliaçã0 de deficiência
laudo médico
cid cii6cg",Medical/Disability Report
"social security administration
social security card issued
this card belongs t0 maria souza
social security number 459732931891",Social Security Number
"shows  gross earnings and net amount paid to an empl0yee
basic salary hra deductions",Income Proof
brazilian general registry identity card with photo,RG (ID)
"official document stating a person's yearly earnings issued by a revenue officer
income certificate no 612331520021",Income Certificate
"placc 0f birth 12 main st springfield
registration no 131290399809
sex malc/female
this is to certify that priya nair was born on 26/05/2000
municipal c0rpor@tion birth registry",Birth Certificate
"ministério da saúde
cartão nacional de saúde
sistema único de saúde sus
n0me do usuário maria souza",Cartão Nacional de Saúde
"data do aviso prévio 20/05/2021
saldo de salário 2950.06
termo de rescisão do contrato de trabalho
trct 
",Termo de Rescisão
"certificate  of age
age proof issued by 12 main st springfield municipality
school leaving certificate
date of birth as per school records 11/08/1971",Age Proof
"brazilian general registry identity card with photo
carteira de identidade",RG (ID)
"s0cial security number 476660
social security card issucd
social security administration
this card be1ongs to rohan mehta",Social Security Number
"5ecretaria de segurança pública
fi1iaçã0 john silva
carteira de identidade
registro ger@l 
",RG (ID)
"brazilian  g0vernment registry for low-income families seeking social programs
número de identificação social nis 014439 
",CadÚnico Registration
"annual  wage statement issued by an employer for tax filing
federal income tax withheld 1714.72",Proof of Income
official documcnt confirming a pcrson's disability for benefit purposes,Disability Certificate
"residential lcase agreement
landlord priya nair tenant priya nair
m0nthly rent due on the first of each month 4851.19
lease term begins 01/11/2014 ends 01/11/2014
security deposit 3754.16",Lease Agreement
official  work permit document used in brazil for formal employment,Carteira de Trabalho
"nome do usuário vikram rao
cartão nacional de saúde
ministério da 5aúde
5istema único de saúde sus",Cartão Nacional de Saúde
